,accuracy,auc
0,0.9833333333333333,0.9996197888709967
1,0.9166666666666666,0.9786850995732574
2,0.88,0.9646222222222223
3,0.83,0.9335881934566144
4,0.92,0.9756
5,0.8791946308724832,0.9611679163826403
6,0.8959731543624161,0.9676856884057972
7,0.8896321070234113,0.961182208698765
8,0.8862876254180602,0.9593189964157707
9,0.83,0.9330164992826399
10,0.8233333333333334,0.898359343737495
