,accuracy,auc
0,0.994,0.9980411937788988
1,0.958,0.9933035714285714
2,0.906,0.9735355765692251
3,0.91,0.9815253586065573
4,0.926,0.9805374121537825
5,0.8933601609657947,0.9729852587830378
6,0.903420523138833,0.9695082234163817
7,0.8554216867469879,0.9528709677419355
8,0.8855421686746988,0.963874582236789
9,0.84,0.9365909854557672
10,0.844,0.9286800000000001
