,accuracy,auc
0,0.51,0.5253535353535354
1,0.755,0.77325
2,0.905,0.978997564935065
3,0.785,0.8652269861286256
4,0.98,0.988421052631579
5,0.985,0.9976923076923077
6,1.0,1.0
7,0.87,0.9637978142076503
8,0.855,0.9124
9,0.815,0.8962264150943395
10,0.985,0.998570686070686
11,0.985,0.9973045822102425
12,0.765,0.86003080477474
