,accuracy,auc
0,0.994,0.9998228663446055
1,0.9529529529529529,0.992154119938756
2,0.947,0.9894089408940894
3,0.946,0.9861760194785172
4,0.923,0.9794534149156666
5,0.9084507042253521,0.978358617057906
6,0.9436619718309859,0.9870421364791762
7,0.9086345381526104,0.9721556910372414
8,0.9126506024096386,0.9764530180967633
9,0.897,0.9612274376898116
10,0.8628628628628628,0.9333386773547094
