,accuracy,auc
0,0.4375,0.46825396825396826
1,0.375,0.453125
2,0.75,0.8166666666666667
3,0.7333333333333333,0.7962962962962963
4,0.8125,0.8984375
5,0.8125,0.8888888888888888
6,0.875,1.0
7,0.6875,0.85
8,0.8666666666666667,0.9642857142857143
9,0.8125,0.9818181818181819
10,0.875,0.6923076923076923
11,0.875,0.8333333333333333
12,0.75,0.9583333333333333
