,accuracy,auc
0,0.75,0.40625
1,0.5,0.5396825396825397
2,0.75,0.9818181818181818
3,0.5333333333333333,0.4821428571428571
4,0.9375,0.875
5,1.0,1.0
6,0.625,0.4363636363636364
7,1.0,1.0
8,0.7333333333333333,0.888888888888889
9,0.6875,0.8
10,0.75,0.9583333333333334
11,0.6875,0.890909090909091
12,0.75,0.7083333333333334
